L(r,r,r)@CP 0 0.369096562 0.324126969 0.377792136 0 0 0
L(r,r,r)@CP 1 0.17514728 -0.129406105 0.469565844 0 0 0
L(r,r,r)@CP 2 0.333408061 0.36380071 0.0669367389 0 0 0
L(r,r,r)@CP 3 0.088089331 0.153187108 0.116139931 0 0 0
L(r,r,r)@CP 4 0.126365766 0.212834883 0.253786552 0 0 0
L(r,r,r)@CP 5 -0.407789326 0.335158477 -0.242417918 0 0 0
L(r,r,r)@CP 7 -0.157195223 0.286983429 -0.475600968 0 0 0
L(r,r,r)@CP 8 0.434038277 -0.382291252 -0.413519446 0 0 0
L(r,r,r)@CP 9 0.456825253 0.290271876 0.455417717 0 0 0
L(r,r,r)@CP 10 -0.313678535 -0.39737964 0.302363745 0 0 0
L(r,r,r)@CP 11 -0.238318048 0.0941949517 0.18658322 0 0 0
L(r,r,r)@CP 12 -0.0808496049 -0.444346806 -0.2850976 0 0 0
L(r,r,r)@CP 13 -0.365394355 -0.356803585 0.115739758 0 0 0
L(r,r,r)@CP 14 -0.143517192 -0.0546414093 -0.340809142 0 0 0
L(r,r,r)@CP 16 0.0368252657 -0.096421806 0.38562928 0 0 0
L(r,r,r)@CP 17 -0.189877232 0.27525069 -0.470297234 0 0 0
L(r,r,r)@CP 18 -0.397920246 0.149354111 -0.221056509 0 0 0
L(r,r,r)@CP 19 0.09255632 0.0441309219 0.21239326 0 0 0
L(r,r,r)@CP 20 -0.382403381 -0.274315122 -0.409585948 0 0 0
L(r,r,r)@CP 21 0.0802217518 -0.0320104826 0.495867126 0 0 0
L(r,r,r)@CP 22 0.281783943 -0.277848237 -0.476459867 0 0 0
L(r,r,r)@CP 23 -0.418545458 -0.207162188 0.342075997 0 0 0
L(r,r,r)@CP 24 -0.26190235 0.397579281 -0.0816783826 0 0 0
L(r,r,r)@CP 25 -0.36689212 0.228361574 0.074078094 0 0 0
L(r,r,r)@CP 26 -0.175437091 0.49906975 0.423667811 0 0 0
L(r,r,r)@CP 27 -0.207207884 -0.138023991 -0.443745597 0 0 0
L(r,r,r)@CP 28 -0.212698746 0.349406331 0.136525649 0 0 0
L(r,r,r)@CP 29 -0.222439767 -0.207384315 0.123977042 0 0 0
L(r,r,r)@CP 31 -0.432477063 -0.249766485 0.0969919961 0 0 0
L(r,r,r)@CP 32 -0.0599540522 -0.276578948 -0.159592162 0 0 0
L(r,r,r)@CP 33 0.420804288 -0.478168221 -0.234069329 0 0 0
L(r,r,r)@CP 34 -0.427044506 0.155736909 -0.270848822 0 0 0
L(r,r,r)@CP 35 0.234828736 0.365597577 -0.0432201767 0 0 0
L(r,r,r)@CP 36 0.449845682 0.438094267 0.1066846 0 0 0
L(r,r,r)@CP 37 0.471944622 0.126184181 0.105291557 0 0 0
L(r,r,r)@CP 39 0.191749346 0.263557039 -0.0685557774 0 0 0
L(r,r,r)@CP 41 0.125797005 -0.096241205 -0.0506246837 0 0 0
L(r,r,r)@CP 44 0.179064889 -0.05130148 -0.186324461 0 0 0
L(r,r,r)@CP 46 -0.219902552 -0.382675234 -0.480772134 0 0 0
L(r,r,r)@CP 47 0.341639692 0.363980285 0.378297721 0 0 0
L(r,r,r)@CP 48 0.301245032 -0.346949887 -0.440170028 0 0 0
L(r,r,r)@CP 49 0.153105691 -0.0567907508 0.185529668 0 0 0
L(r,r,r)@CP 50 -0.312245973 0.0631896043 -0.284785934 0 0 0
L(r,r,r)@CP 52 0.353901679 -0.303003662 -0.280861114 0 0 0
L(r,r,r)@CP 53 -0.0220237074 -0.303801033 0.354476995 0 0 0
L(r,r,r)@CP 56 -0.221161994 0.224064183 -0.431129938 0 0 0
L(r,r,r)@CP 57 -0.105662667 -0.0377963086 0.248972992 0 0 0
L(r,r,r)@CP 59 -0.0685588829 -0.166432859 -0.102356353 0 0 0
L(r,r,r)@CP 61 -0.379387389 0.433952422 0.302858055 0 0 0
L(r,r,r)@CP 63 0.286896033 0.157986003 -0.35677929 0 0 0
L(r,r,r)@CP 64 -0.38292797 -0.429550582 0.353438676 0 0 0
L(r,r,r)@CP 65 0.224520139 0.27609481 -0.184647852 0 0 0
L(r,r,r)@CP 67 -0.496314253 -0.404896974 0.143957457 0 0 0
L(r,r,r)@CP 68 -0.0257252789 0.194606008 0.397308029 0 0 0
L(r,r,r)@CP 69 0.336266609 -0.408124623 0.28110009 0 0 0
L(r,r,r)@CP 70 -0.0946234351 0.0420143407 -0.459003718 0 0 0
L(r,r,r)@CP 71 0.157458101 0.42323975 0.128353853 0 0 0
L(r,r,r)@CP 72 -0.126235387 0.131451741 -0.408855528 0 0 0
L(r,r,r)@CP 73 0.48704064 0.452352427 -0.0715876746 0 0 0
L(r,r,r)@CP 76 -0.407581692 0.420501567 0.0795296711 0 0 0
L(r,r,r)@CP 77 0.180399528 0.0330072453 0.131818754 0 0 0
L(r,r,r)@CP 78 0.238804756 0.311703179 0.486580357 0 0 0
L(r,r,r)@CP 79 -0.309533097 0.0426668621 0.210142042 0 0 0
L(r,r,r)@CP 81 0.256617279 0.184272033 -0.142341111 0 0 0
L(r,r,r)@CP 85 0.0455728362 -0.137359981 -0.226205353 0 0 0
L(r,r,r)@CP 86 -0.0402543789 -0.30708083 -0.012474837 0 0 0
L(r,r,r)@CP 87 0.48825739 0.212117888 0.301421267 0 0 0
L(r,r,r)@CP 88 0.378827492 0.251511799 -0.47251872 0 0 0
L(r,r,r)@CP 90 0.253752999 0.0920433374 0.240268684 0 0 0
L(r,r,r)@CP 91 -0.163618953 -0.150465639 0.0499574103 0 0 0
L(r,r,r)@CP 92 -0.167848647 0.108161341 0.477707677 0 0 0
L(r,r,r)@CP 93 -0.390666002 -0.0435978316 -0.148010172 0 0 0
L(r,r,r)@CP 94 -0.283960381 -0.485009265 -0.498336345 0 0 0
