5e-06 5.9368245662e-06 0.0467118809 0.00350067821 0 -1 
6e-06 6.52659020293e-06 -0.0428705992 0.0730801292 1.11022302e-18 -1 
6e-06 6.84165999573e-06 0.0174576494 -0.0129554977 0 -1 
7e-06 7.5865054706e-06 0.0109507598 0.0166978826 -4.4408921e-18 -1 
7e-06 7.49613051013e-06 0.0273019101 -0.0202677525 0 -1 
7e-06 7.56077790732e-06 -0.00240293214 -0.00996895056 0 -1 
8e-06 8.74188175799e-06 -0.0159663458 -0.0260638767 0 -1 
8e-06 8.25715417209e-06 0.0471437799 0.0224826251 -1.11022302e-18 -1 
9e-06 9.74760622874e-06 -0.091937292 -0.0129757209 0 -1 
9e-06 9.85398528048e-06 0.0241592401 0.0259887882 -4.4408921e-18 -1 
1e-05 1.05973521192e-05 -0.0123792578 -0.0152648819 -2.22044605e-18 -1 
1e-05 1.00908616555e-05 -0.0339939408 0.0154760965 0 -1 
1e-05 1.06579989666e-05 0.0433523972 0.0278340232 0 -1 
1.1e-05 1.14454053242e-05 0.00987369106 -0.0261353953 0 -1 
1.1e-05 1.19432814514e-05 -0.0412950222 0.0579910511 0 -1 
1.1e-05 1.13287957889e-05 -0.0335063862 -0.076909237 0 -1 
1.2e-05 1.28523390702e-05 -0.000573357606 0.0477872154 0 -1 
1.2e-05 1.28434533564e-05 0.073168009 -0.0662833603 0 -1 
1.2e-05 1.22749940209e-05 0.0457935558 0.0104370792 0 -1 
1.2e-05 1.23048872043e-05 0.0442596937 -0.0472339364 0 -1 
1.2e-05 1.23631324873e-05 -0.00227854838 0.0533038318 0 -1 
1.3e-05 1.31504313638e-05 0.00260417823 0.0497398181 0 -1 
1.3e-05 1.3688472373e-05 0.0589087853 -0.0306347652 0 -1 
1.3e-05 1.31608295377e-05 0.0785861489 -0.068059619 0 -1 
1.3e-05 1.3986492338e-05 0.12455452 0.0526915814 0 -1 
1.3e-05 1.36496757377e-05 0.0407297872 -0.0496022835 0 -1 
1.3e-05 1.34662226859e-05 -0.0408837456 -0.0772157657 0 -1 
1.4e-05 1.45792330701e-05 0.0196997889 0.0880609407 -5.55111512e-19 -1 
1.4e-05 1.47495253117e-05 0.0740769054 0.0788240228 1.11022302e-18 -1 
1.4e-05 1.46289711764e-05 0.0345456896 -0.124522271 0 -1 
1.4e-05 1.46775842846e-05 -0.107238757 0.0855263454 0 -1 
1.4e-05 1.495744055e-05 0.00516557208 0.0519182322 0 -1 
1.4e-05 1.44284673556e-05 -0.0281104079 -0.0355371198 0 -1 
1.4e-05 1.41520992524e-05 0.065817927 -0.0307427419 -1.38777878e-19 -1 
1.4e-05 1.48556626086e-05 0.015580455 -0.0110673338 0 -1 
1.4e-05 1.46534719511e-05 -0.0747900009 0.0703631017 0 -1 
1.5e-05 1.51487956828e-05 -0.0852795642 -0.082895993 0 -1 
1.5e-05 1.52610782541e-05 0.0188531004 0.0860709697 0 -1 
1.5e-05 1.52671727943e-05 0.0747027236 0.0807650519 0 -1 
1.5e-05 1.56118258148e-05 -0.00368369674 -0.00702487756 2.77555756e-19 -1 
1.5e-05 1.59767400125e-05 -0.0384510295 -0.0413784671 2.22044605e-18 -1 
1.5e-05 1.50462885203e-05 0.00511302277 0.0518747639 0 -1 
1.5e-05 1.51207205709e-05 0.043209329 -0.0640929704 -2.77555756e-19 -1 
1.5e-05 1.59706565724e-05 -0.0146628865 -0.0449596525 0 -1 
1.5e-05 1.57742188505e-05 -0.0425428015 -0.0572637986 2.22044605e-18 -1 
1.6e-05 1.6099133783e-05 -0.0025983291 -0.00453485743 0 -1 
1.6e-05 1.64485820515e-05 -0.0214568815 -0.0433372336 2.22044605e-18 -1 
1.6e-05 1.6463438776e-05 0.0373392636 0.132121615 0 -1 
1.6e-05 1.61991529193e-05 0.147908839 0.067575486 -1.11022302e-18 -1 
1.6e-05 1.69388817419e-05 -0.060046838 0.0261698777 0 -1 
1.6e-05 1.64385686285e-05 -0.0192447124 -0.0368491318 0 -1 
1.7e-05 1.79570805773e-05 -0.0267719443 -0.072098842 0 -1 
1.7e-05 1.73230329729e-05 0.0144325326 0.117707784 0 -1 
1.7e-05 1.73727061374e-05 0.0308644804 -0.0466158886 -2.22044605e-18 -1 
1.7e-05 1.70220721131e-05 -0.0593148766 0.0254365628 0 -1 
1.7e-05 1.77016625553e-05 0.000614976693 -0.0346096045 0 -1 
1.8e-05 1.84844598021e-05 0.0126494851 0.0207800993 2.22044605e-18 -1 
1.8e-05 1.80964658862e-05 -0.155010727 0.0549596403 0 -1 
1.8e-05 1.88828832788e-05 -0.155553727 -0.00651543569 0 -1 
1.8e-05 1.80600020776e-05 0.0438226385 0.0657333106 0 -1 
1.8e-05 1.83145167065e-05 0.113139974 0.114749653 -2.77555756e-19 -1 
1.8e-05 1.80717647167e-05 0.0496502415 -0.0536248063 0 -1 
1.8e-05 1.83956786977e-05 -0.0715765883 -0.0209273275 0 -1 
1.8e-05 1.85317714493e-05 0.00792692625 -0.031067453 0 -1 
1.9e-05 1.96920933061e-05 -0.0413909714 0.093533172 0 -1 
1.9e-05 1.93592609252e-05 -0.00223324245 -0.0789658387 0 -1 
1.9e-05 1.9342579815e-05 0.0143876663 0.00162373537 0 -1 
1.9e-05 1.94474567084e-05 -0.1675498 -0.00751443403 0 -1 
1.9e-05 1.98844212422e-05 -0.0580357113 0.00405792254 0 -1 
1.9e-05 1.96816972839e-05 0.159724801 0.0504758986 0 -1 
