A(a,b,c)@CP 0 0.291803081 0.127609384 0.318369886 0 0 0
A(a,b,c)@CP 1 -0.0519496317 -0.394685481 0.432638821 0 0 0
A(a,b,c)@CP 2 0.206933543 0.0876585701 -0.167382551 0 0 0
A(a,b,c)@CP 3 0.0975907827 -0.223076092 0.333360262 0 0 0
A(a,b,c)@CP 4 0.392824009 0.454523217 -0.142159136 0 0 0
A(a,b,c)@CP 5 -0.238695203 0.266341618 -6.91677143e-05 0 0 0
A(a,b,c)@CP 6 0.365566085 0.0961544027 -0.179310364 0 0 0
A(a,b,c)@CP 7 -0.180072975 0.0747465908 0.417715474 0 0 0
A(a,b,c)@CP 8 0.0986684749 -0.336991833 -0.142473085 0 0 0
A(a,b,c)@CP 9 0.408618009 0.26542981 0.331155314 0 0 0
A(a,b,c)@CP 10 -0.284654851 -0.41748602 0.245704869 0 0 0
A(a,b,c)@CP 11 -0.4280606 0.234304626 -0.104181602 0 0 0
A(a,b,c)@CP 12 0.066252328 -0.257155094 -0.0421221133 0 0 0
A(a,b,c)@CP 13 -0.366200084 -0.355525482 0.122986841 0 0 0
A(a,b,c)@CP 14 0.141082942 0.133494862 -0.0557353243 0 0 0
A(a,b,c)@CP 15 0.063989664 -0.361119664 0.447504813 0 0 0
A(a,b,c)@CP 16 -0.453278241 0.344614881 0.27315342 0 0 0
A(a,b,c)@CP 17 -0.251969898 -0.104328034 -0.318452513 0 0 0
A(a,b,c)@CP 18 -0.482712225 -0.368424725 0.348741503 0 0 0
A(a,b,c)@CP 19 -0.342895841 -0.204865651 0.296004154 0 0 0
A(a,b,c)@CP 20 -0.0839790949 -0.448374526 -0.471023274 0 0 0
A(a,b,c)@CP 21 -0.185787171 0.196966163 0.0179414764 0 0 0
A(a,b,c)@CP 22 0.357420113 0.154983746 -0.0606493159 0 0 0
A(a,b,c)@CP 23 -0.190825923 -0.0608979193 0.354421314 0 0 0
A(a,b,c)@CP 24 -0.232902073 0.165011819 0.119591335 0 0 0
A(a,b,c)@CP 25 -0.421711806 0.0144670275 -0.196690668 0 0 0
A(a,b,c)@CP 26 -0.270085326 0.267543553 -0.325337587 0 0 0
A(a,b,c)@CP 27 -0.352114685 -0.358773453 -0.101295307 0 0 0
A(a,b,c)@CP 28 -0.259675092 0.21398225 0.412664742 0 0 0
A(a,b,c)@CP 29 -0.367071443 0.171817515 -0.107376243 0 0 0
A(a,b,c)@CP 30 -0.309103912 -0.380556939 0.304823401 0 0 0
A(a,b,c)@CP 31 -0.328288615 -0.0995211643 0.260999678 0 0 0
A(a,b,c)@CP 32 -0.0926592355 -0.461855188 0.0719346245 0 0 0
A(a,b,c)@CP 33 0.0170474604 0.0370624184 -0.238140612 0 0 0
A(a,b,c)@CP 34 -0.0771625112 -0.494445259 -0.291344613 0 0 0
A(a,b,c)@CP 35 0.00854152441 0.366056079 -0.310040345 0 0 0
A(a,b,c)@CP 36 0.287955116 0.382759404 0.33429159 0 0 0
A(a,b,c)@CP 37 -0.292640253 -0.397139745 0.135894119 0 0 0
A(a,b,c)@CP 38 0.220590325 -0.0512223642 -0.0484548946 0 0 0
A(a,b,c)@CP 39 0.191730644 0.490853407 0.249817435 0 0 0
A(a,b,c)@CP 40 -0.168327935 -0.190275257 -0.0835235979 0 0 0
A(a,b,c)@CP 41 0.48490351 0.0106747383 0.414051319 0 0 0
A(a,b,c)@CP 42 0.471734363 -0.242051835 -0.344627593 0 0 0
A(a,b,c)@CP 43 -0.146571749 -0.272245668 -0.189400518 0 0 0
A(a,b,c)@CP 44 0.246486041 -0.0893563137 0.355943988 0 0 0
A(a,b,c)@CP 45 0.135167012 0.332550582 -0.242427456 0 0 0
A(a,b,c)@CP 46 0.168077341 -0.33364313 -0.195721756 0 0 0
A(a,b,c)@CP 47 0.478632338 0.235695631 -0.242058268 0 0 0
A(a,b,c)@CP 48 -0.0152212698 -0.157143146 -0.245158744 0 0 0
A(a,b,c)@CP 49 0.0132588097 -0.191964733 -0.239250585 0 0 0
A(a,b,c)@CP 50 -0.0156476672 -0.288473273 0.472778341 0 0 0
A(a,b,c)@CP 51 -0.466753786 0.442876192 -0.0961115541 0 0 0
A(a,b,c)@CP 52 -0.474221925 -0.487974344 -0.261537468 0 0 0
A(a,b,c)@CP 53 0.10164176 -0.247102866 -0.370565365 0 0 0
A(a,b,c)@CP 54 -0.108077766 0.18168476 -0.396111881 0 0 0
A(a,b,c)@CP 55 -0.315513475 -0.200025324 -0.449374392 0 0 0
A(a,b,c)@CP 56 -0.397364466 0.195744079 -0.29107032 0 0 0
A(a,b,c)@CP 57 -0.47219414 -0.207673467 0.36983413 0 0 0
A(a,b,c)@CP 58 0.114871808 -0.13968266 0.382360843 0 0 0
A(a,b,c)@CP 59 -0.214111043 0.0424663136 0.194242606 0 0 0
A(a,b,c)@CP 60 -0.0284288095 0.0718690404 -0.44226583 0 0 0
A(a,b,c)@CP 61 -0.397729438 0.0332102193 0.194726374 0 0 0
