Lig(l,l)@EC 0 1.45892915 0.754386055 0.30134338 0 0 0
Lig(l,l)@EC 1 0.149067687 -0.634313564 0.887839126 0 0 0
Lig(l,l)@EC 2 0.591059371 -0.0229833437 -0.791078641 0 0 0
Lig(l,l)@EC 3 1.2907289 -1.06636562 0.137308052 0 0 0
Lig(l,l)@EC 4 1.06980149 1.02000488 -0.722494641 0 0 0
Lig(l,l)@EC 5 -0.909168162 1.09152823 0.353988266 0 0 0
Lig(l,l)@EC 6 1.88646915 0.403774885 -0.770869453 0 0 0
Lig(l,l)@EC 7 -0.920130172 -0.24294795 0.210232666 0 0 0
Lig(l,l)@EC 8 0.466583351 -0.688488739 -0.088460194 0 0 0
Lig(l,l)@EC 9 1.40807961 0.76001656 0.613021023 0 0 0
Lig(l,l)@EC 10 -1.03242016 -1.15771717 -0.353155387 0 0 0
Lig(l,l)@EC 11 -1.38948628 0.801226202 0.462523728 0 0 0
Lig(l,l)@EC 12 0.584614716 -0.830069309 -0.269298392 0 0 0
Lig(l,l)@EC 13 -0.696975729 -0.63918152 -0.0404138155 0 0 0
Lig(l,l)@EC 14 0.530396931 -0.711370863 -0.187068727 0 0 0
Lig(l,l)@EC 15 0.387107825 -1.02775002 0.416885779 0 0 0
Lig(l,l)@EC 16 -1.9147992 0.752156558 0.665518407 0 0 0
Lig(l,l)@EC 17 -0.604314854 -0.170501951 -0.697066006 0 0 0
Lig(l,l)@EC 18 -1.28454903 -0.913625733 0.884287971 0 0 0
Lig(l,l)@EC 19 -1.44163879 -0.151062144 0.00186188733 0 0 0
Lig(l,l)@EC 20 -0.317985985 -0.825749019 -0.380372078 0 0 0
Lig(l,l)@EC 21 -1.02849781 0.82549651 -0.626961336 0 0 0
Lig(l,l)@EC 22 1.38717836 0.44608641 -7.14508954e-05 0 0 0
Lig(l,l)@EC 23 -0.799141609 -0.733123757 0.826683051 0 0 0
Lig(l,l)@EC 24 -0.860934369 0.169890081 0.473915302 0 0 0
Lig(l,l)@EC 25 -1.61727091 1.00652373 0.727631038 0 0 0
Lig(l,l)@EC 26 -1.85659193 0.646223803 -0.826427006 0 0 0
Lig(l,l)@EC 27 -0.725242618 -0.256357535 -0.474924524 0 0 0
Lig(l,l)@EC 28 -1.05185041 0.337911789 0.857377821 0 0 0
Lig(l,l)@EC 29 -0.806182517 0.961789879 0.169945436 0 0 0
Lig(l,l)@EC 30 -1.46449076 -0.404443753 0.134576575 0 0 0
Lig(l,l)@EC 31 -1.45292723 -0.382324008 0.30805345 0 0 0
Lig(l,l)@EC 32 -0.353576598 -1.00340931 -0.408594411 0 0 0
Lig(l,l)@EC 33 -0.0932777702 -1.04391472 -0.807840221 0 0 0
Lig(l,l)@EC 34 -0.445135827 0.916098873 -0.937402953 0 0 0
Lig(l,l)@EC 35 0.391076405 1.20370762 0.782057343 0 0 0
Lig(l,l)@EC 36 -1.75218754 -0.67867234 -0.334140362 0 0 0
Lig(l,l)@EC 37 0.219334747 -0.313101375 -0.719866757 0 0 0
Lig(l,l)@EC 38 1.51545663 0.982250062 0.836135968 0 0 0
Lig(l,l)@EC 39 -0.0181353853 -0.573420323 -0.495913278 0 0 0
Lig(l,l)@EC 40 1.6015691 0.512115149 0.829268962 0 0 0
Lig(l,l)@EC 41 1.6901797 -1.03544289 -0.733194843 0 0 0
Lig(l,l)@EC 42 -1.15873298 -0.643205832 -0.143845667 0 0 0
Lig(l,l)@EC 43 0.912119991 0.274466566 0.645559583 0 0 0
Lig(l,l)@EC 44 0.737793886 1.06840498 -0.952889565 0 0 0
Lig(l,l)@EC 45 1.34502642 -1.04699405 0.357370852 0 0 0
Lig(l,l)@EC 46 1.1624632 0.380558207 -0.694691656 0 0 0
Lig(l,l)@EC 47 0.13197999 -0.272796893 0.785257026 0 0 0
Lig(l,l)@EC 48 -1.93121397 0.570450891 -0.103951224 0 0 0
Lig(l,l)@EC 49 -1.92618451 -0.898070455 -0.643981948 0 0 0
Lig(l,l)@EC 50 0.438978742 -0.92602938 -0.706835851 0 0 0
Lig(l,l)@EC 51 -0.260056926 0.944116992 -0.95129895 0 0 0
Lig(l,l)@EC 52 -1.57466366 0.20126836 -0.668294941 0 0 0
Lig(l,l)@EC 53 -1.92165546 1.08193438 -0.543597314 0 0 0
Lig(l,l)@EC 54 -1.65779461 -0.887438849 0.121554085 0 0 0
Lig(l,l)@EC 55 0.742079391 -0.3486019 0.447737391 0 0 0
Lig(l,l)@EC 56 -0.877786213 0.395595811 0.322448151 0 0 0
Lig(l,l)@EC 57 -0.236256627 0.499784429 -0.520617702 0 0 0
Lig(l,l)@EC 58 -1.13555028 -0.192888854 0.395904004 0 0 0
Lig(l,l)@EC 59 1.18319613 0.159176156 -0.902143103 0 0 0
Lig(l,l)@EC 60 -1.25100782 -0.539082191 0.0500778339 0 0 0
Lig(l,l)@EC 61 1.89947426 -0.086227763 0.232529242 0 0 0
Lig(l,l)@EC 62 0.53584846 0.950992155 0.0456807585 0 0 0
Lig(l,l)@EC 63 -0.327508893 0.140328387 -0.90698682 0 0 0
Lig(l,l)@EC 64 0.5014033 -0.528657563 0.588331137 0 0 0
Lig(l,l)@EC 65 -0.781472182 -0.0273456104 0.741295022 0 0 0
Lig(l,l)@EC 66 0.678571308 0.837510466 -0.215472096 0 0 0
Lig(l,l)@EC 67 1.17089825 0.113676727 0.620289884 0 0 0
Lig(l,l)@EC 68 1.31181681 -0.10972511 0.172334052 0 0 0
Lig(l,l)@EC 69 0.991703475 -0.79606286 -0.471852596 0 0 0
Lig(l,l)@EC 70 0.117759632 -0.854041751 -0.415282076 0 0 0
Lig(l,l)@EC 71 0.674758029 -1.1636824 -0.68088575 0 0 0
Lig(l,l)@EC 72 -1.01084957 1.07267356 0.0221663907 0 0 0
Lig(l,l)@EC 73 1.38666495 -1.00279174 0.456735123 0 0 0
Lig(l,l)@EC 74 1.91728966 0.0311053232 0.854198641 0 0 0
Lig(l,l)@EC 75 -0.909516589 -0.234728182 0.591372674 0 0 0
Lig(l,l)@EC 76 -0.859016316 1.181829 -0.848228726 0 0 0
Lig(l,l)@EC 77 -0.547182446 0.746461625 0.194179433 0 0 0
Lig(l,l)@EC 78 -1.75809393 0.0705299876 -0.855518141 0 0 0
Lig(l,l)@EC 79 -0.109920437 0.769538612 0.631530689 0 0 0
Lig(l,l)@EC 80 -1.3158 0.201144511 -0.469203575 0 0 0
Lig(l,l)@EC 81 -1.55202162 -0.109855443 -0.80101587 0 0 0
Lig(l,l)@EC 82 1.6357435 0.0794856792 -0.155759422 0 0 0
