,time,A_mean,A_std,R_mean,R_std
0,0.0,0.0,0.0,0.0,0.0
1,0.0001,0.8349609375,1.4338146450641007,0.0,0.0
2,0.0002,3.361328125,4.08993574313122,0.000104501953125,0.003344062500000001
3,0.0003,7.7236328125,8.080895254809086,0.0005788896484375001,0.010313828691146321
4,0.0004,14.2939453125,13.960512755056783,0.003245716796875,0.03134890249311522
5,0.0005,22.9755859375,21.76957416631379,0.010116776367187502,0.07113819464463472
6,0.0006,34.0576171875,30.969439112301263,0.023531312500000005,0.12272515878973149
7,0.0007,47.7216796875,41.561172556047616,0.0450369423828125,0.17714104066929656
8,0.0008,63.8486328125,52.91263884042841,0.0808109697265625,0.2538204733823171
9,0.0009,82.0166015625,64.50656924553779,0.10850497265625009,0.2776865227960555
10,0.001,102.345703125,76.89971139098866,0.15518717089843745,0.3367650266699452
11,0.0011,124.6396484375,89.0522270907775,0.19944117871093742,0.36194906611148187
12,0.0012,148.8486328125,101.11769097076427,0.25988947851562494,0.417894225273768
13,0.0013,174.69140625,112.23571970843412,0.3072304228515621,0.4545197321356797
14,0.0014,202.63671875,122.93134745487961,0.32767860644531266,0.4376906334299281
15,0.0015,232.111328125,133.24101633730507,0.3950776757812496,0.4637369937263747
16,0.0016,262.9501953125,143.31819168002707,0.41661281152343743,0.43856487827917545
17,0.0017,295.109375,152.74698042621173,0.45391877246093737,0.41260776803187116
18,0.0018,327.791015625,161.32590669029722,0.4797653642578117,0.41639798169661646
19,0.0019,361.0234375,169.02561142962725,0.5259056367187505,0.43095726916721955
20,0.002,395.5322265625,176.78025895868836,0.5340978222656247,0.41353291564467415
21,0.0021,430.353515625,183.02594517012912,0.5732256708984373,0.41769679720396674
22,0.0022,465.8876953125,188.47297589878923,0.62532591015625,0.4256131171340594
23,0.0023,502.1591796875,192.9530786761057,0.5980076337890622,0.41587293723189345
24,0.0024,538.1455078125,196.53730520086194,0.6269416767578129,0.40752193641822115
25,0.0025,573.25390625,198.9829909282787,0.6243165673828115,0.4472320102636862
26,0.0026,609.41015625,201.02578518504032,0.6396476162109381,0.43061174114119916
27,0.0027,645.2353515625,202.5745733106155,0.6365988076171875,0.4032881064970884
28,0.0028,680.35546875,203.75865635228786,0.6584851083984378,0.42792003102749676
29,0.0029,715.205078125,205.08127500664625,0.6527716025390626,0.3951025089442242
30,0.003,749.310546875,205.30871599194646,0.6705716777343746,0.43920453010468
31,0.0031,782.513671875,205.59779042052068,0.6828346308593749,0.40548093522226397
32,0.0032,814.4208984375,205.37875649522366,0.6905523916015625,0.4182599753538239
33,0.0033,845.6083984375,204.26987967322546,0.6927454599609358,0.44707169252171525
34,0.0034,876.935546875,202.9322769748933,0.6888829570312505,0.44314220142146565
35,0.0035,908.26171875,201.2755022836259,0.6821952216796878,0.45210749857642374
36,0.0036,938.359375,199.59657197576573,0.7038777666015623,0.4427977086588636
37,0.0037,968.08984375,197.60331258372565,0.6783129658203125,0.45866332899108314
38,0.0038,996.7509765625,195.28251459706854,0.7200723076171875,0.4727882233993467
39,0.0039,1025.19140625,193.06841276652872,0.6998387900390625,0.47570224557953206
40,0.004,1052.5888671875,191.0660066020952,0.7016811513671867,0.4856989874156523
41,0.0041,1079.0849609375,188.7076478373244,0.691194228515625,0.46190269771557013
42,0.0042,1105.037109375,186.32655771341126,0.7208422851562503,0.47929854646397757
43,0.0043,1129.8486328125,183.9866530553991,0.7509472705078123,0.48677257928259793
44,0.0044,1154.779296875,182.42676089330539,0.7465767568359373,0.4779014443291105
45,0.0045,1179.146484375,181.0418043549326,0.7464931699218743,0.4991989833957354
46,0.0046,1202.693359375,179.19015090313397,0.7277152744140615,0.4909349481015564
47,0.0047,1225.4208984375,177.56354607903538,0.7647068447265623,0.5148543057068798
48,0.0048,1247.591796875,175.82022101672837,0.784690870117188,0.5112344391820552
49,0.0049,1268.876953125,173.58831111486847,0.745838413085937,0.5140769829274665
