,time,A_mean,A_std,R_mean,R_std
0,0.0,0.0,0.0,0.0,0.0
1,0.0001,0.84375,1.3603087453581806,0.0,0.0
2,0.0002,3.2666015625,3.8460371466699974,0.0,0.0
3,0.0003,7.697265625,8.089561739283251,0.0,0.0
4,0.0004,14.35546875,14.801409716453714,0.0009765625,0.03125
5,0.0005,23.2939453125,22.840441112338333,0.00390625,0.0624082904861816
6,0.0006,34.3740234375,32.35019990727269,0.0126953125,0.12042187546869484
7,0.0007,47.9658203125,42.69180516746088,0.0302734375,0.21675092001414775
8,0.0008,64.244140625,54.24464841408499,0.0517578125,0.2937219210389769
9,0.0009,82.63671875,66.05179444747269,0.064453125,0.31845499113422465
10,0.001,103.2158203125,78.49969836199176,0.09375,0.3764837054238309
11,0.0011,126.0966796875,90.71681216023352,0.142578125,0.5129635149726144
12,0.0012,151.3056640625,102.64706364349593,0.1748046875,0.5555284758897945
13,0.0013,178.6875,114.50192193617198,0.21875,0.6213849508050537
14,0.0014,207.2392578125,125.77113219993804,0.2685546875,0.6900688201031072
15,0.0015,237.7685546875,136.31796876950497,0.2978515625,0.7047910843423221
16,0.0016,269.5224609375,146.41849888800343,0.3212890625,0.7165791838470288
17,0.0017,301.828125,155.72785542738245,0.3623046875,0.7888426263130469
18,0.0018,335.0966796875,164.0668790174567,0.40625,0.8499324336322155
19,0.0019,369.2705078125,171.65613308229425,0.43359375,0.8197729789691157
20,0.002,404.8955078125,178.6922348044523,0.4580078125,0.809398806578931
21,0.0021,440.3505859375,184.63350699646773,0.4541015625,0.7708285860861454
22,0.0022,475.90234375,189.87357587000042,0.4208984375,0.7435567304354492
23,0.0023,511.3349609375,194.68007720816618,0.5244140625,0.8385795654690077
24,0.0024,546.7578125,198.48234034945347,0.4921875,0.8188501940365557
25,0.0025,582.2470703125,201.50075373270792,0.5087890625,0.7946060204279798
26,0.0026,617.806640625,203.9839511130109,0.5087890625,0.8412164180585406
27,0.0027,652.779296875,205.92289961920073,0.5146484375,0.7994256695964156
28,0.0028,687.34765625,206.8619238926628,0.58984375,0.8445873754678133
29,0.0029,721.25,206.89749352040116,0.5849609375,0.8485560148278878
30,0.003,754.7890625,206.8627182478268,0.5869140625,0.82023805549416
31,0.0031,787.9404296875,206.20923274627015,0.572265625,0.8275866430528774
32,0.0032,821.1201171875,205.22027415517803,0.58984375,0.852650616777646
33,0.0033,853.65625,204.11023558311504,0.5908203125,0.8257546155961811
34,0.0034,885.486328125,201.7916519101795,0.62890625,0.846466045034232
35,0.0035,916.41796875,200.1783152046618,0.6220703125,0.8097289717918225
36,0.0036,947.193359375,197.64318025352412,0.6181640625,0.8246579601027335
37,0.0037,977.341796875,195.7328819247364,0.6748046875,0.9097656132774806
38,0.0038,1006.951171875,193.8561245536838,0.654296875,0.8537314414642772
39,0.0039,1035.630859375,191.79683487961287,0.6630859375,0.8335374032268746
40,0.004,1063.9453125,189.58112735442208,0.623046875,0.8227556003207985
41,0.0041,1091.2646484375,187.29294277355865,0.69921875,0.8672150541512915
42,0.0042,1118.0107421875,184.78920616578813,0.7080078125,0.9102943010389057
43,0.0043,1144.3095703125,182.59433980506475,0.697265625,0.8910066268775924
44,0.0044,1170.201171875,180.80105925831407,0.73046875,0.8863080226681598
45,0.0045,1194.41796875,178.72227374703158,0.7412109375,0.8655573574521733
46,0.0046,1218.1689453125,176.40764068360295,0.6923828125,0.8272607201234323
47,0.0047,1241.892578125,174.09296340105547,0.7490234375,0.8999288683943855
48,0.0048,1264.6982421875,172.23119154211173,0.708984375,0.8705440056859717
49,0.0049,1286.4921875,170.02658620670636,0.7763671875,0.9482133664973318
50,0.005,1307.39453125,168.62233046588128,0.818359375,0.9566431022962877
51,0.0051,1327.4482421875,166.9434825046137,0.7880859375,0.8670207460232435
52,0.0052,1346.59765625,165.82737916790458,0.86328125,0.9771881854359583
53,0.0053,1365.3056640625,164.36467134949768,0.875,0.9757569686039046
54,0.0054,1383.9150390625,163.16952787628256,0.8662109375,0.9445376730826749
55,0.0055,1402.0966796875,160.79481053056122,0.8544921875,0.9602659984700558
56,0.0056,1419.3720703125,159.19177968312707,0.83203125,0.9142669424370738
57,0.0057,1436.32421875,157.30580623686745,0.900390625,0.9326487384620422
58,0.0058,1452.953125,156.32712446532514,0.9326171875,0.9809278957170077
59,0.0059,1468.828125,154.29625738814363,0.947265625,0.9932087792251988
60,0.006,1483.3291015625,152.81710486515564,0.912109375,0.9798008075287638
61,0.0061,1497.984375,151.4608168215729,0.9521484375,0.9780860244374736
62,0.0062,1512.162109375,150.36749732587384,0.9638671875,1.0665367189009152
63,0.0063,1525.6611328125,149.15688570220675,1.005859375,1.0620830358885267
64,0.0064,1538.46484375,147.81335068801394,0.98828125,1.0359422376021232
65,0.0065,1551.4951171875,146.30148031817814,1.0244140625,1.0142627293276274
66,0.0066,1563.7587890625,144.43260552082805,1.0703125,1.0671205809611444
67,0.0067,1575.1259765625,142.82772932093758,1.0546875,1.023161632536722
68,0.0068,1585.9765625,140.83692530138535,1.08984375,1.0601344346592756
69,0.0069,1596.634765625,139.2503017307515,1.1025390625,1.068629089728965
70,0.007,1606.99609375,137.6265364068217,1.1416015625,1.1318147666985148
71,0.0071,1616.353515625,136.1271903494584,1.130859375,1.0751184179702469
72,0.0072,1625.1845703125,135.0067523607686,1.171875,1.109696884277667
73,0.0073,1634.0751953125,134.39588305514053,1.1865234375,1.1235391398894996
74,0.0074,1642.130859375,133.0913681737088,1.17578125,1.1126041309026593
